"","Timestamp","How old are you?","Please indicate your sex","Which province or territory do you live in?","What is your highest education level?","Have you been following the election?","How much do you value the alignment between you and the candidate's policies?","How's your satisfaction with the current Canadian government?","How would you rate the current government's response on combating COVID-19?","In your opinion, what is the most important issue facing in Canada today?","If the Federal Election were being held today, who would you vote for?"
"1685",2020-10-07 16:00:07,"35-44","Female","Alberta","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",9,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1686",2020-10-07 16:00:02,"55-64","Male","British Columbia","Apprenticeship or trades certificate or diploma","Yes",8,"Somewhat Dissatisfied",10,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1687",2020-10-07 16:00:00,"45-54","Male","British Columbia","College, CEGEP or other non-university certificate or diploma","Yes",9,"Very Dissatisfied",7,"Accountability/Leadership","Jagmeet Singh's New Democratic Party of Canada"
"1688",2020-10-07 16:00:04,"35-44","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Satisfied",4,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1689",2020-10-07 16:00:04,"55-64","Female","Ontario","College, CEGEP or other non-university certificate or diploma","No",9,"Very Dissatisfied",7,"Housing/Homelessness/Proverty","Annamie Paul's Green Party of Canada"
"1690",2020-10-07 16:00:14,"65+","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",3,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1691",2020-10-07 16:00:01,"18-24","Female","British Columbia","University certificate or diploma below bachelor level","No",8,"Very Satisfied",1,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1692",2020-10-07 16:00:15,"55-64","Male","Ontario","No certificate, diploma or degree","No",10,"Somewhat Satisfied",9,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1693",2020-10-07 16:00:00,"25-34","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",7,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1694",2020-10-07 16:00:17,"55-64","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","Yes",9,"Very Dissatisfied",8,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1695",2020-10-07 16:00:11,"45-54","Male","Ontario","No certificate, diploma or degree","Yes",10,"Somewhat Dissatisfied",5,"Environment","Erin O’Toole's Conservative Party of Canada"
"1696",2020-10-07 16:00:04,"55-64","Female","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Dissatisfied",6,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1697",2020-10-07 16:00:15,"45-54","Female","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",5,"No Opinion",4,"Environment","Erin O’Toole's Conservative Party of Canada"
"1698",2020-10-07 16:00:13,"18-24","Female","New Brunswick","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Satisfied",8,"Energy/Piplines","Erin O’Toole's Conservative Party of Canada"
"1699",2020-10-07 16:00:01,"35-44","Male","Quebec","Apprenticeship or trades certificate or diploma","Yes",9,"Somewhat Satisfied",6,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1700",2020-10-07 16:00:19,"65+","Female","Quebec","Apprenticeship or trades certificate or diploma","No",8,"Somewhat Satisfied",10,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1701",2020-10-07 16:00:10,"65+","Male","Quebec","No certificate, diploma or degree","Yes",4,"Somewhat Dissatisfied",8,"Accountability/Leadership","Annamie Paul's Green Party of Canada"
"1702",2020-10-07 16:00:02,"55-64","Male","Quebec","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Dissatisfied",10,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1703",2020-10-07 16:00:08,"25-34","Female","Alberta","Apprenticeship or trades certificate or diploma","Yes",10,"Somewhat Dissatisfied",8,"Foreign Affairs","Justin Trudeau's Liberal Party of Canada"
"1704",2020-10-07 16:00:13,"45-54","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Dissatisfied",8,"Environment","Justin Trudeau's Liberal Party of Canada"
"1705",2020-10-07 16:00:18,"45-54","Female","Ontario","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Satisfied",9,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1706",2020-10-07 16:00:08,"65+","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",9,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"1707",2020-10-07 16:00:02,"18-24","Male","Ontario","College, CEGEP or other non-university certificate or diploma","No",7,"Very Dissatisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1708",2020-10-07 16:00:00,"25-34","Male","Nova Scotia","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",7,"Environment","Yves-Francois Blanchet's Bloc Québécois"
"1709",2020-10-07 16:00:02,"65+","Male","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Satisfied",6,"Energy/Piplines","Justin Trudeau's Liberal Party of Canada"
"1710",2020-10-07 16:00:07,"45-54","Female","Quebec","Apprenticeship or trades certificate or diploma","No",7,"Somewhat Satisfied",4,"Housing/Homelessness/Proverty","Jagmeet Singh's New Democratic Party of Canada"
"1711",2020-10-07 16:00:01,"65+","Female","Quebec","No certificate, diploma or degree","Yes",9,"Somewhat Satisfied",10,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"1712",2020-10-07 16:00:18,"55-64","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",10,"Somewhat Satisfied",7,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1713",2020-10-07 16:00:14,"25-34","Male","Saskatchewan","Secondary (high) school diploma or equivalency certificate","No",9,"Somewhat Dissatisfied",3,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1714",2020-10-07 16:00:19,"45-54","Female","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",9,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1715",2020-10-07 16:00:13,"25-34","Female","Quebec","No certificate, diploma or degree","Yes",9,"Somewhat Satisfied",7,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1716",2020-10-07 16:00:04,"25-34","Male","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",8,"Somewhat Satisfied",7,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1717",2020-10-07 16:00:05,"25-34","Female","Manitoba","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Dissatisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1718",2020-10-07 16:00:06,"65+","Female","Ontario","University certificate, diploma or degree at bachelor level or above","No",10,"Very Dissatisfied",8,"Environment","Erin O’Toole's Conservative Party of Canada"
"1719",2020-10-07 16:00:05,"35-44","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",9,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1720",2020-10-07 16:00:09,"55-64","Male","Ontario","No certificate, diploma or degree","Yes",9,"Very Dissatisfied",7,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1721",2020-10-07 16:00:02,"65+","Male","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Dissatisfied",6,"Accountability/Leadership","Erin O’Toole's Conservative Party of Canada"
"1722",2020-10-07 16:00:11,"45-54","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",3,"Somewhat Dissatisfied",7,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1723",2020-10-07 16:00:12,"35-44","Female","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",9,"Very Dissatisfied",10,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1724",2020-10-07 16:00:19,"55-64","Female","Alberta","Apprenticeship or trades certificate or diploma","Yes",9,"Somewhat Dissatisfied",8,"Accountability/Leadership","Erin O’Toole's Conservative Party of Canada"
"1725",2020-10-07 16:00:18,"18-24","Female","Ontario","No certificate, diploma or degree","No",10,"Somewhat Satisfied",6,"Health Care","Annamie Paul's Green Party of Canada"
"1726",2020-10-07 16:00:18,"65+","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Dissatisfied",5,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1727",2020-10-07 16:00:06,"35-44","Female","Nova Scotia","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",8,"Environment","Erin O’Toole's Conservative Party of Canada"
"1728",2020-10-07 16:00:19,"35-44","Female","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",8,"Somewhat Satisfied",7,"Energy/Piplines","Jagmeet Singh's New Democratic Party of Canada"
"1729",2020-10-07 16:00:16,"65+","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Dissatisfied",6,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1730",2020-10-07 16:00:07,"65+","Male","Saskatchewan","University certificate, diploma or degree at bachelor level or above","Yes",9,"Very Satisfied",7,"Health Care","Others"
"1731",2020-10-07 16:00:06,"65+","Male","British Columbia","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Satisfied",7,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1732",2020-10-07 16:00:09,"18-24","Female","Quebec","Secondary (high) school diploma or equivalency certificate","No",10,"Somewhat Satisfied",4,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1733",2020-10-07 16:00:13,"35-44","Female","Alberta","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",7,"Environment","Justin Trudeau's Liberal Party of Canada"
"1734",2020-10-07 16:00:09,"55-64","Female","Quebec","Apprenticeship or trades certificate or diploma","Yes",6,"Very Dissatisfied",5,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1735",2020-10-07 16:00:19,"18-24","Male","New Brunswick","University certificate, diploma or degree at bachelor level or above","Yes",10,"No Opinion",8,"Health Care","Annamie Paul's Green Party of Canada"
"1736",2020-10-07 16:00:13,"35-44","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Satisfied",7,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"1737",2020-10-07 16:00:06,"18-24","Male","British Columbia","Apprenticeship or trades certificate or diploma","Yes",8,"Somewhat Satisfied",8,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1738",2020-10-07 16:00:11,"65+","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",9,"Somewhat Satisfied",7,"Housing/Homelessness/Proverty","Erin O’Toole's Conservative Party of Canada"
"1739",2020-10-07 16:00:17,"45-54","Female","Ontario","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Satisfied",6,"Housing/Homelessness/Proverty","Jagmeet Singh's New Democratic Party of Canada"
"1740",2020-10-07 16:00:19,"18-24","Male","Ontario","College, CEGEP or other non-university certificate or diploma","No",10,"Somewhat Satisfied",10,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1741",2020-10-07 16:00:02,"65+","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",8,"Somewhat Dissatisfied",9,"Accountability/Leadership","Erin O’Toole's Conservative Party of Canada"
"1742",2020-10-07 16:00:07,"25-34","Male","Nova Scotia","University certificate, diploma or degree at bachelor level or above","Yes",10,"Very Dissatisfied",8,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"1743",2020-10-07 16:00:14,"35-44","Female","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",4,"Somewhat Dissatisfied",7,"The Economy/Jobs","Annamie Paul's Green Party of Canada"
"1744",2020-10-07 16:00:11,"65+","Female","Saskatchewan","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",8,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1745",2020-10-07 16:00:05,"18-24","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",8,"Foreign Affairs","Erin O’Toole's Conservative Party of Canada"
"1746",2020-10-07 16:00:05,"35-44","Female","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Dissatisfied",4,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1747",2020-10-07 16:00:08,"65+","Male","Alberta","University certificate, diploma or degree at bachelor level or above","No",9,"Somewhat Dissatisfied",9,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1748",2020-10-07 16:00:11,"45-54","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",7,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1749",2020-10-07 16:00:09,"25-34","Female","Nova Scotia","Secondary (high) school diploma or equivalency certificate","Yes",8,"Somewhat Dissatisfied",8,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1750",2020-10-07 16:00:11,"45-54","Male","Saskatchewan","Secondary (high) school diploma or equivalency certificate","Yes",6,"Somewhat Dissatisfied",8,"Energy/Piplines","Justin Trudeau's Liberal Party of Canada"
"1751",2020-10-07 16:00:12,"65+","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",7,"No Opinion",8,"Housing/Homelessness/Proverty","Erin O’Toole's Conservative Party of Canada"
"1752",2020-10-07 16:00:08,"18-24","Male","Alberta","Secondary (high) school diploma or equivalency certificate","No",9,"Very Satisfied",9,"The Economy/Jobs","Yves-Francois Blanchet's Bloc Québécois"
"1753",2020-10-07 16:00:16,"45-54","Female","Quebec","Apprenticeship or trades certificate or diploma","Yes",10,"Very Dissatisfied",5,"Energy/Piplines","Erin O’Toole's Conservative Party of Canada"
"1754",2020-10-07 16:00:13,"18-24","Male","Quebec","College, CEGEP or other non-university certificate or diploma","No",10,"Somewhat Satisfied",8,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1755",2020-10-07 16:00:04,"25-34","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",9,"Very Dissatisfied",9,"Housing/Homelessness/Proverty","Jagmeet Singh's New Democratic Party of Canada"
"1756",2020-10-07 16:00:00,"18-24","Female","Newfoundland and Labrador","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Satisfied",8,"The Economy/Jobs","Annamie Paul's Green Party of Canada"
"1757",2020-10-07 16:00:13,"45-54","Female","Manitoba","University certificate, diploma or degree at bachelor level or above","No",9,"Somewhat Satisfied",6,"Environment","Yves-Francois Blanchet's Bloc Québécois"
"1758",2020-10-07 16:00:16,"65+","Male","Ontario","Secondary (high) school diploma or equivalency certificate","No",10,"Very Dissatisfied",6,"Housing/Homelessness/Proverty","Yves-Francois Blanchet's Bloc Québécois"
"1759",2020-10-07 16:00:18,"45-54","Female","Quebec","No certificate, diploma or degree","Yes",9,"Somewhat Satisfied",4,"Health Care","Justin Trudeau's Liberal Party of Canada"
